n_rl_m,chi_rl_rad,s_ref_rl_m,theta_ref_rl_rad,mu_ref_rl_rad,phi_ref_rl_rad,dtheta_ref_rl_radpm,dmu_ref_rl_radpm,dphi_ref_rl_radpm
-0.062459,0.00305,4301.375734,6.747459,-0.007853,0.031632,0.018491,0.000096,-0.000176
-0.059528,0.002803,4302.375589,6.765944,-0.007736,0.031439,0.018485,0.000139,-0.00021
-0.05685,0.002548,4303.375444,6.784418,-0.007578,0.031211,0.018467,0.000178,-0.000245
-0.054426,0.002296,4304.375299,6.802869,-0.007381,0.030949,0.018441,0.000215,-0.000279
-0.052249,0.002057,4305.375154,6.821293,-0.007148,0.030654,0.018411,0.00025,-0.000313
-0.050301,0.001839,4306.375009,6.839685,-0.006883,0.030325,0.018379,0.00028,-0.000344
-0.04856,0.001646,4307.374863,6.858045,-0.006591,0.029969,0.018347,0.000305,-0.00037
-0.046997,0.001482,4308.374718,6.876375,-0.006276,0.029588,0.018318,0.000323,-0.000392
-0.045582,0.00135,4309.374573,6.894678,-0.005948,0.029189,0.018293,0.000334,-0.000406
-0.044284,0.001251,4310.374428,6.912958,-0.005611,0.028779,0.018273,0.000339,-0.000413
-0.043069,0.001184,4311.374283,6.931222,-0.005273,0.028368,0.018259,0.000338,-0.000411
-0.041906,0.001145,4312.374138,6.949474,-0.004937,0.027962,0.018251,0.000335,-0.000401
-0.040769,0.00113,4313.373993,6.96772,-0.004604,0.027571,0.018248,0.000331,-0.000382
-0.039639,0.001132,4314.373848,6.985967,-0.004273,0.027201,0.018251,0.00033,-0.000356
-0.038502,0.001142,4315.373703,7.004219,-0.003942,0.026862,0.018258,0.000331,-0.000323
-0.037354,0.001152,4316.373557,7.02248,-0.003608,0.026558,0.018269,0.000336,-0.000284
-0.036199,0.001155,4317.373412,7.040753,-0.003268,0.026295,0.018282,0.000344,-0.000241
-0.035048,0.001144,4318.373267,7.05904,-0.002918,0.026077,0.018297,0.000356,-0.000195
-0.033916,0.001115,4319.373122,7.077341,-0.002556,0.025905,0.018311,0.000369,-0.000149
-0.032824,0.001064,4320.372977,7.095655,-0.002179,0.02578,0.018323,0.000385,-0.000102
-0.031795,0.00099,4321.372832,7.113981,-0.001785,0.025702,0.018333,0.000401,-0.000056
-0.03085,0.000896,4322.372687,7.132314,-0.001377,0.025668,0.018338,0.000415,-0.000011
-0.030007,0.000786,4323.372542,7.150649,-0.000956,0.025677,0.018338,0.000426,0.00003
-0.029279,0.000667,4324.372397,7.16898,-0.000527,0.025726,0.018331,0.000432,0.000067
-0.028672,0.000547,4325.372251,7.187301,-0.000094,0.02581,0.018315,0.000434,0.0001
-0.028182,0.000434,4326.372106,7.205601,0.000339,0.025924,0.018291,0.000432,0.000129
-0.0278,0.000333,4327.371961,7.223872,0.000768,0.026066,0.018256,0.000427,0.000154
-0.02751,0.00025,4328.371816,7.242102,0.001193,0.02623,0.018209,0.000422,0.000174
-0.027292,0.000189,4329.371671,7.260279,0.001613,0.026412,0.01815,0.000418,0.00019
-0.027126,0.000149,4330.371526,7.27839,0.00203,0.026609,0.018077,0.000418,0.000203
-0.026988,0.00013,4331.371381,7.29642,0.002449,0.026816,0.017989,0.000421,0.000212
-0.02686,0.00013,4332.371236,7.314354,0.002873,0.027031,0.017885,0.000427,0.000218
-0.026722,0.000148,4333.371091,7.332176,0.003305,0.027252,0.017764,0.000436,0.000223
-0.026559,0.00018,4334.370945,7.349867,0.003746,0.027476,0.017624,0.000447,0.000226
-0.026358,0.000225,4335.3708,7.36741,0.004197,0.027703,0.017467,0.000455,0.000228
-0.026106,0.000279,4336.370655,7.384786,0.004654,0.027932,0.01729,0.000459,0.000229
-0.025796,0.000341,4337.37051,7.401977,0.005112,0.028161,0.017095,0.000456,0.000228
-0.025423,0.000406,4338.370365,7.418962,0.005562,0.028388,0.01688,0.000443,0.000226
-0.024983,0.000474,4339.37022,7.435723,0.005993,0.028612,0.016647,0.000419,0.000223
-0.024475,0.00054,4340.370075,7.452241,0.006393,0.028832,0.016394,0.000382,0.000217
-0.023903,0.000604,4341.36993,7.468498,0.00675,0.029045,0.016125,0.000332,0.000209
-0.023269,0.000662,4342.369785,7.484477,0.007052,0.02925,0.015838,0.000272,0.0002
-0.022581,0.000713,4343.369639,7.500161,0.007288,0.029445,0.015535,0.000202,0.00019
-0.021847,0.000754,4344.369494,7.515536,0.007453,0.029629,0.015219,0.000127,0.000179
-0.021076,0.000785,4345.369349,7.530588,0.00754,0.029802,0.014889,0.000048,0.000167
-0.02028,0.000804,4346.369204,7.545304,0.00755,0.029963,0.014549,-0.000028,0.000155
-0.019472,0.000811,4347.369059,7.559676,0.007486,0.030112,0.014199,-0.0001,0.000144
-0.018662,0.000806,4348.368914,7.573694,0.007355,0.030251,0.013842,-0.000163,0.000133
-0.017864,0.000788,4349.368769,7.587353,0.007166,0.030378,0.013479,-0.000215,0.000122
-0.017089,0.00076,4350.368624,7.600647,0.006932,0.030496,0.013113,-0.000254,0.000113
-0.016347,0.000722,4351.368479,7.613574,0.006665,0.030604,0.012745,-0.00028,0.000103
-0.015648,0.000676,4352.368333,7.626133,0.006378,0.030703,0.012377,-0.000294,0.000094
-0.014997,0.000625,4353.368188,7.638326,0.006082,0.030793,0.012012,-0.000298,0.000086
-0.0144,0.000569,4354.368043,7.650156,0.005787,0.030875,0.01165,-0.000292,0.000079
-0.013859,0.000513,4355.367898,7.661626,0.005501,0.030951,0.011294,-0.00028,0.000072
-0.013373,0.000458,4356.367753,7.672744,0.00523,0.031019,0.010945,-0.000263,0.000066
-0.012941,0.000407,4357.367608,7.683516,0.004976,0.031082,0.010604,-0.000244,0.00006
-0.012556,0.000362,4358.367463,7.693953,0.004742,0.031139,0.010272,-0.000224,0.000055
-0.012213,0.000326,4359.367318,7.704063,0.004527,0.031192,0.009952,-0.000205,0.00005
-0.011901,0.0003,4360.367173,7.71386,0.004331,0.03124,0.009643,-0.000188,0.000046
-0.011609,0.000286,4361.367027,7.723354,0.004151,0.031285,0.009348,-0.000172,0.000043
-0.011324,0.000286,4362.366882,7.73256,0.003985,0.031327,0.009067,-0.000159,0.000041
-0.011032,0.000301,4363.366737,7.741492,0.003831,0.031367,0.0088,-0.000148,0.000039
-0.010717,0.000332,4364.366592,7.750166,0.003687,0.031406,0.00855,-0.00014,0.000038
-0.010362,0.00038,4365.366447,7.758598,0.003551,0.031443,0.008316,-0.000133,0.000037
-0.009952,0.000443,4366.366302,7.766805,0.003421,0.03148,0.008101,-0.000127,0.000037
-0.009471,0.000523,4367.366157,7.774806,0.003295,0.031518,0.007904,-0.000124,0.000038
-0.008902,0.000616,4368.366012,7.78262,0.003173,0.031556,0.007727,-0.000121,0.000039
-0.008235,0.000721,4369.365867,7.790268,0.003052,0.031595,0.007571,-0.00012,0.00004
-0.007457,0.000835,4370.365721,7.797772,0.002931,0.031636,0.007438,-0.000121,0.000042
-0.006564,0.000952,4371.365576,7.805154,0.00281,0.031679,0.007329,-0.000122,0.000044
-0.005555,0.001067,4372.365431,7.81244,0.002687,0.031723,0.007244,-0.000124,0.000046
-0.004434,0.001173,4373.365286,7.819654,0.002561,0.03177,0.007186,-0.000127,0.000048
-0.003216,0.00126,4374.365141,7.826823,0.002431,0.031819,0.007156,-0.000132,0.00005
-0.001924,0.001317,4375.364996,7.833977,0.002297,0.03187,0.007155,-0.000137,0.000052
-0.000595,0.001335,4376.364851,7.841146,0.002157,0.031923,0.007184,-0.000143,0.000054
0.000729,0.001307,4377.364706,7.848358,0.00201,0.031978,0.007244,-0.00015,0.000056
0.002003,0.001233,4378.364561,7.855648,0.001856,0.032034,0.007337,-0.000158,0.000057
0.00318,0.001115,4379.364415,7.863047,0.001693,0.032092,0.007462,-0.000167,0.000058
0.004221,0.000962,4380.36427,7.870587,0.001521,0.03215,0.007621,-0.000177,0.000059
0.005097,0.000789,4381.364125,7.878302,0.001339,0.032209,0.007812,-0.000187,0.000059
0.0058,0.00062,4382.36398,7.886225,0.001146,0.032267,0.008035,-0.000198,0.000058
0.006346,0.000477,4383.363835,7.894386,0.000943,0.032324,0.008289,-0.000209,0.000056
0.006766,0.000369,4384.36369,7.902816,0.000729,0.032379,0.008573,-0.000219,0.000054
0.007092,0.000287,4385.363545,7.911543,0.000505,0.032432,0.008884,-0.000229,0.000051
0.007345,0.000221,4386.3634,7.920594,0.000271,0.032481,0.00922,-0.000239,0.000046
0.007537,0.000163,4387.363255,7.929992,0.000028,0.032524,0.009579,-0.000248,0.000041
0.007671,0.000105,4388.363109,7.93976,-0.000225,0.032562,0.009958,-0.000257,0.000034
0.007745,0.000043,4389.362964,7.949914,-0.000486,0.032592,0.010353,-0.000266,0.000027
0.007754,-0.000027,4390.362819,7.960469,-0.000758,0.032615,0.010761,-0.000277,0.000018
0.007689,-0.000106,4391.362674,7.971436,-0.00104,0.032628,0.011178,-0.000288,0.000008
0.00754,-0.000194,4392.362529,7.982824,-0.001334,0.032631,0.0116,-0.000301,-0.000002
0.007297,-0.000292,4393.362384,7.994634,-0.001643,0.032624,0.012024,-0.000316,-0.000012
0.006954,-0.000396,4394.362239,8.006868,-0.001968,0.032607,0.012447,-0.000334,-0.000023
0.006505,-0.000502,4395.362094,8.019521,-0.002311,0.032579,0.012862,-0.000353,-0.000033
0.005951,-0.000606,4396.361949,8.032584,-0.002674,0.032541,0.013268,-0.000373,-0.000042
0.005297,-0.000701,4397.361803,8.046047,-0.003057,0.032495,0.013661,-0.000393,-0.000051
0.004554,-0.000782,4398.361658,8.059893,-0.00346,0.03244,0.014036,-0.000413,-0.000058
0.003739,-0.000843,4399.361513,8.074105,-0.003882,0.03238,0.014392,-0.000431,-0.000063
0.002877,-0.000876,4400.361368,8.088661,-0.00432,0.032316,0.014724,-0.000445,-0.000066
0.001997,-0.000878,4401.361223,8.103536,-0.004769,0.032249,0.01503,-0.000453,-0.000067
0.001134,-0.000843,4402.361078,8.118703,-0.005223,0.032183,0.015309,-0.000455,-0.000065
0.000325,-0.000768,4403.360933,8.134134,-0.005674,0.03212,0.015558,-0.000448,-0.000061
-0.000389,-0.000653,4404.360788,8.149799,-0.006113,0.032063,0.015777,-0.00043,-0.000055
-0.000969,-0.0005,4405.360643,8.165668,-0.006528,0.032012,0.015965,-0.000401,-0.000046
-0.001378,-0.000314,4406.360497,8.18171,-0.006908,0.031971,0.016123,-0.000359,-0.000036
-0.001588,-0.000102,4407.360352,8.197894,-0.00724,0.03194,0.01625,-0.000304,-0.000025
-0.001577,0.000125,4408.360207,8.214191,-0.007509,0.031921,0.016349,-0.000234,-0.000014
-0.001339,0.00035,4409.360062,8.230573,-0.0077,0.031912,0.016421,-0.000149,-0.000004
-0.000884,0.000556,4410.359917,8.247015,-0.0078,0.031911,0.016468,-0.000051,0.000004
-0.00024,0.000723,4411.359772,8.263494,-0.007794,0.031917,0.016494,0.000062,0.000008
0.000543,0.000832,4412.359627,8.27999,-0.007669,0.031924,0.016502,0.000188,0.000007
0.001399,0.000868,4413.359482,8.296486,-0.007414,0.031929,0.016494,0.000323,0.000001
0.002252,0.000824,4414.359337,8.312968,-0.007022,0.031924,0.016475,0.000463,-0.00001
0.00302,0.0007,4415.359191,8.329426,-0.00649,0.031906,0.016447,0.000601,-0.000027
0.003628,0.000506,4416.359046,8.345855,-0.005824,0.031868,0.016415,0.000731,-0.000048
0.004012,0.000253,4417.358901,8.362251,-0.005037,0.031807,0.016381,0.000843,-0.000074
0.004121,-0.000041,4418.358756,8.378614,-0.00415,0.03172,0.016348,0.000931,-0.000102
0.003922,-0.000359,4419.358611,8.394945,-0.00319,0.031603,0.016319,0.00099,-0.000131
0.003403,-0.000679,4420.358466,8.411249,-0.002187,0.031457,0.016294,0.001017,-0.000161
0.002571,-0.00098,4421.358321,8.427531,-0.001172,0.031281,0.016276,0.001013,-0.000191
0.001456,-0.001244,4422.358176,8.443799,-0.000176,0.031077,0.016265,0.00098,-0.000218
0.0001,-0.001458,4423.358031,8.46006,0.000777,0.030847,0.016262,0.000924,-0.000242
-0.001439,-0.001611,4424.357885,8.476323,0.001664,0.030596,0.016267,0.000851,-0.000261
-0.0031,-0.0017,4425.35774,8.492593,0.002472,0.030328,0.016279,0.000766,-0.000275
-0.004819,-0.001727,4426.357595,8.50888,0.003192,0.030049,0.016298,0.000673,-0.000283
-0.006535,-0.001695,4427.35745,8.525187,0.003818,0.029764,0.016323,0.000579,-0.000286
-0.00819,-0.001608,4428.357305,8.541522,0.00435,0.029481,0.016351,0.000487,-0.000282
-0.009735,-0.001474,4429.35716,8.557887,0.004793,0.029203,0.016384,0.000399,-0.000273
-0.011126,-0.001303,4430.357015,8.574285,0.005153,0.028937,0.016417,0.000321,-0.000259
-0.012332,-0.001104,4431.35687,8.590718,0.00544,0.028687,0.016452,0.000253,-0.000241
-0.013328,-0.000888,4432.356725,8.607184,0.005665,0.028456,0.016485,0.000197,-0.00022
-0.014105,-0.000665,4433.356579,8.623683,0.005842,0.028248,0.016517,0.000156,-0.000197
-0.014659,-0.000445,4434.356434,8.640212,0.005984,0.028064,0.016546,0.000129,-0.000172
-0.015,-0.00024,4435.356289,8.656768,0.006107,0.027905,0.016572,0.000117,-0.000146
-0.015148,-0.000059,4436.356144,8.673348,0.006225,0.027772,0.016593,0.000119,-0.000121
-0.015128,0.000091,4437.355999,8.689947,0.006353,0.027663,0.01661,0.000135,-0.000096
-0.014978,0.000203,4438.355854,8.706561,0.006501,0.02758,0.016622,0.000163,-0.000071
-0.014738,0.00027,4439.355709,8.723185,0.006683,0.027521,0.01663,0.0002,-0.000047
-0.014454,0.00029,4440.355564,8.739814,0.006905,0.027486,0.016633,0.000244,-0.000022
-0.014172,0.000265,4441.355419,8.756443,0.007172,0.027476,0.016631,0.000291,0.000002
-0.013939,0.000196,4442.355273,8.773068,0.007485,0.027491,0.016624,0.000335,0.000027
-0.013791,0.000093,4443.355128,8.789685,0.007839,0.02753,0.016613,0.000372,0.000052
-0.013761,-0.000035,4444.354983,8.806287,0.008223,0.027594,0.016597,0.000397,0.000076
-0.013866,-0.000176,4445.354838,8.822871,0.008624,0.027682,0.016575,0.000405,0.000099
-0.014113,-0.000316,4446.354693,8.83943,0.009025,0.027792,0.016548,0.000396,0.00012
-0.014494,-0.000443,4447.354548,8.85596,0.009407,0.027921,0.016516,0.000368,0.000138
-0.014991,-0.000547,4448.354403,8.872454,0.009752,0.028066,0.016477,0.000322,0.000152
-0.015577,-0.000621,4449.354258,8.888905,0.010043,0.028222,0.016431,0.000261,0.000161
-0.016222,-0.000663,4450.354113,8.905307,0.010269,0.028385,0.016377,0.000189,0.000165
-0.016893,-0.000673,4451.353967,8.921651,0.010418,0.02855,0.016316,0.00011,0.000165
-0.017559,-0.000654,4452.353822,8.937929,0.010487,0.028712,0.016245,0.000028,0.00016
-0.018193,-0.00061,4453.353677,8.954131,0.010474,0.028869,0.016165,-0.000053,0.000152
-0.018773,-0.000545,4454.353532,8.970248,0.010384,0.029016,0.016074,-0.000128,0.000142
-0.019279,-0.000466,4455.353387,8.986269,0.010222,0.029151,0.015972,-0.000196,0.000129
-0.019701,-0.000377,4456.353242,9.002182,0.009996,0.029273,0.015859,-0.000255,0.000115
-0.020031,-0.000282,4457.353097,9.017977,0.009716,0.029381,0.015734,-0.000305,0.000101
-0.020265,-0.000186,4458.352952,9.033641,0.00939,0.029475,0.015597,-0.000346,0.000087
-0.020403,-0.000091,4459.352807,9.049161,0.009028,0.029555,0.015447,-0.000378,0.000073
-0.020448,0,4460.352661,9.064525,0.008637,0.029621,0.015285,-0.000404,0.000059
-0.020404,0.000085,4461.352516,9.079721,0.008225,0.029673,0.015111,-0.000422,0.000045
-0.020279,0.000164,4462.352371,9.094736,0.007796,0.029712,0.014924,-0.000435,0.000032
-0.020079,0.000235,4463.352226,9.109559,0.007357,0.029738,0.014726,-0.000443,0.00002
-0.019812,0.000298,4464.352081,9.124177,0.006913,0.029752,0.014516,-0.000445,0.000008
-0.019486,0.000354,4465.351936,9.138581,0.00647,0.029754,0.014295,-0.000442,-0.000004
-0.019107,0.000402,4466.351791,9.152759,0.006033,0.029745,0.014065,-0.000433,-0.000015
-0.018684,0.000444,4467.351646,9.166702,0.005607,0.029725,0.013825,-0.000419,-0.000025
-0.018221,0.00048,4468.351501,9.1804,0.005197,0.029695,0.013577,-0.000401,-0.000035
-0.017726,0.00051,4469.351356,9.193847,0.004806,0.029656,0.013321,-0.00038,-0.000043
-0.017202,0.000537,4470.35121,9.207034,0.004437,0.029609,0.013058,-0.000358,-0.000051
-0.016653,0.00056,4471.351065,9.219956,0.004091,0.029554,0.01279,-0.000334,-0.000058
-0.016082,0.000581,4472.35092,9.232607,0.003768,0.029493,0.012516,-0.000311,-0.000064
-0.015491,0.0006,4473.350775,9.244983,0.003468,0.029426,0.012239,-0.00029,-0.000069
-0.014882,0.000618,4474.35063,9.257081,0.003188,0.029355,0.011959,-0.00027,-0.000073
-0.014256,0.000634,4475.350485,9.268898,0.002927,0.029281,0.011677,-0.000252,-0.000076
-0.013613,0.00065,4476.35034,9.280431,0.002684,0.029205,0.011394,-0.000235,-0.000077
-0.012956,0.000665,4477.350195,9.291682,0.002456,0.029127,0.01111,-0.00022,-0.000078
-0.012283,0.000679,4478.35005,9.302649,0.002243,0.029049,0.010827,-0.000206,-0.000078
-0.011597,0.000693,4479.349904,9.313334,0.002044,0.028972,0.010546,-0.000193,-0.000077
-0.010898,0.000705,4480.349759,9.323738,0.001857,0.028895,0.010266,-0.000181,-0.000076
-0.010188,0.000716,4481.349614,9.333864,0.001682,0.02882,0.009989,-0.000169,-0.000074
-0.009468,0.000725,4482.349469,9.343715,0.001518,0.028748,0.009715,-0.000158,-0.000071
-0.008739,0.000732,4483.349324,9.353293,0.001366,0.028678,0.009445,-0.000147,-0.000068
-0.008005,0.000737,4484.349179,9.362604,0.001224,0.028612,0.00918,-0.000136,-0.000065
-0.007266,0.000739,4485.349034,9.371652,0.001094,0.028548,0.008919,-0.000125,-0.000062
-0.006527,0.000739,4486.348889,9.380442,0.000975,0.028487,0.008664,-0.000114,-0.000059
-0.00579,0.000735,4487.348744,9.388979,0.000867,0.02843,0.008414,-0.000102,-0.000056
-0.005058,0.000728,4488.348598,9.397271,0.000771,0.028376,0.00817,-0.00009,-0.000053
-0.004334,0.000719,4489.348453,9.405321,0.000686,0.028325,0.007933,-0.000079,-0.000049
-0.003622,0.000706,4490.348308,9.413138,0.000613,0.028277,0.007702,-0.000067,-0.000047
-0.002924,0.00069,4491.348163,9.420727,0.000551,0.028232,0.007478,-0.000056,-0.000044
-0.002244,0.000671,4492.348018,9.428096,0.0005,0.028189,0.007261,-0.000046,-0.000041
-0.001583,0.00065,4493.347873,9.435251,0.000459,0.028149,0.007051,-0.000036,-0.000039
-0.000945,0.000627,4494.347728,9.442198,0.000428,0.028112,0.006847,-0.000027,-0.000037
-0.000329,0.000603,4495.347583,9.448946,0.000406,0.028076,0.00665,-0.000018,-0.000035
0.000261,0.000578,4496.347438,9.455501,0.00039,0.028042,0.006461,-0.000012,-0.000033
0.000827,0.000553,4497.347292,9.461869,0.000381,0.02801,0.006278,-0.000006,-0.000031
0.001367,0.000527,4498.347147,9.468057,0.000377,0.02798,0.006101,-0.000003,-0.000029
0.001881,0.000502,4499.347002,9.474073,0.000375,0.027952,0.005931,-0.000001,-0.000027
0.00237,0.000476,4500.346857,9.479921,0.000374,0.027925,0.005767,-0.000001,-0.000026
0.002833,0.00045,4501.346712,9.485609,0.000373,0.027901,0.00561,-0.000002,-0.000024
0.00327,0.000424,4502.346567,9.491142,0.00037,0.027878,0.005458,-0.000004,-0.000022
0.003681,0.000398,4503.346422,9.496526,0.000365,0.027857,0.005312,-0.000006,-0.00002
0.004065,0.000371,4504.346277,9.501767,0.000357,0.027839,0.005171,-0.000009,-0.000017
0.004423,0.000345,4505.346132,9.50687,0.000346,0.027823,0.005036,-0.000012,-0.000015
0.004754,0.000318,4506.345986,9.51184,0.000333,0.027808,0.004906,-0.000014,-0.000013
0.005058,0.00029,4507.345841,9.516682,0.000318,0.027796,0.00478,-0.000016,-0.000011
0.005334,0.000262,4508.345696,9.521401,0.000302,0.027785,0.00466,-0.000017,-0.00001
0.005582,0.000234,4509.345551,9.526002,0.000286,0.027776,0.004543,-0.000017,-0.000009
0.005802,0.000206,4510.345406,9.530488,0.000269,0.027768,0.004431,-0.000017,-0.000008
0.005994,0.000178,4511.345261,9.534865,0.000252,0.027761,0.004323,-0.000017,-0.000007
0.006159,0.00015,4512.345116,9.539135,0.000236,0.027754,0.004219,-0.000017,-0.000007
0.006295,0.000123,4513.344971,9.543303,0.000218,0.027747,0.004118,-0.000018,-0.000007
0.006404,0.000095,4514.344826,9.547372,0.0002,0.027739,0.004021,-0.000019,-0.000007
0.006486,0.000069,4515.34468,9.551346,0.000179,0.027732,0.003928,-0.000023,-0.000008
0.006542,0.000043,4516.344535,9.555229,0.000154,0.027724,0.003838,-0.000027,-0.000008
0.006572,0.000017,4517.34439,9.559023,0.000123,0.027716,0.003752,-0.000033,-0.000008
0.006577,-0.000008,4518.344245,9.562732,0.000086,0.027708,0.003668,-0.00004,-0.000008
0.006557,-0.000032,4519.3441,9.56636,0.000042,0.027699,0.003588,-0.000048,-0.000008
0.006513,-0.000056,4520.343955,9.569908,-0.00001,0.027692,0.00351,-0.000056,-0.000008
0.006445,-0.000079,4521.34381,9.573381,-0.00007,0.027684,0.003436,-0.000063,-0.000007
0.006355,-0.000102,4522.343665,9.57678,-0.000136,0.027677,0.003364,-0.00007,-0.000007
0.006241,-0.000125,4523.34352,9.58011,-0.000208,0.027671,0.003295,-0.000075,-0.000006
0.006105,-0.000147,4524.343374,9.583371,-0.000285,0.027665,0.003229,-0.000078,-0.000006
0.005946,-0.00017,4525.343229,9.586568,-0.000363,0.027659,0.003165,-0.00008,-0.000006
0.005766,-0.000192,4526.343084,9.589702,-0.000443,0.027654,0.003104,-0.00008,-0.000005
0.005563,-0.000214,4527.342939,9.592776,-0.000523,0.027648,0.003045,-0.000079,-0.000006
0.005338,-0.000235,4528.342794,9.595791,-0.000602,0.027642,0.002988,-0.000078,-0.000006
0.005092,-0.000257,4529.342649,9.598751,-0.00068,0.027635,0.002933,-0.000077,-0.000007
0.004825,-0.000277,4530.342504,9.601657,-0.000757,0.027628,0.002879,-0.000077,-0.000008
0.004538,-0.000297,4531.342359,9.60451,-0.000834,0.027619,0.002828,-0.000078,-0.000009
0.004232,-0.000316,4532.342214,9.607312,-0.000913,0.027609,0.002777,-0.00008,-0.000011
0.003908,-0.000332,4533.342068,9.610064,-0.000995,0.027597,0.002728,-0.000083,-0.000013
0.003568,-0.000347,4534.341923,9.612768,-0.00108,0.027584,0.00268,-0.000087,-0.000014
0.003216,-0.000358,4535.341778,9.615423,-0.001169,0.027568,0.002632,-0.000092,-0.000016
0.002855,-0.000364,4536.341633,9.618031,-0.001264,0.027552,0.002585,-0.000097,-0.000018
0.00249,-0.000365,4537.341488,9.620592,-0.001363,0.027533,0.002538,-0.000102,-0.000019
0.002126,-0.000361,4538.341343,9.623105,-0.001467,0.027513,0.00249,-0.000106,-0.000021
0.001768,-0.000354,4539.341198,9.625571,-0.001575,0.027492,0.002443,-0.00011,-0.000022
0.001419,-0.000344,4540.341053,9.62799,-0.001686,0.027469,0.002395,-0.000112,-0.000024
0.001081,-0.000333,4541.340908,9.63036,-0.001799,0.027445,0.002346,-0.000113,-0.000025
0.000753,-0.000322,4542.340762,9.63268,-0.001911,0.02742,0.002296,-0.000112,-0.000026
0.000436,-0.000312,4543.340617,9.634951,-0.002022,0.027394,0.002246,-0.00011,-0.000026
0.000129,-0.000303,4544.340472,9.63717,-0.00213,0.027367,0.002194,-0.000106,-0.000027
-0.000169,-0.000294,4545.340327,9.639338,-0.002233,0.02734,0.002141,-0.0001,-0.000027
-0.00046,-0.000287,4546.340182,9.641451,-0.002329,0.027314,0.002087,-0.000093,-0.000026
-0.000744,-0.000282,4547.340037,9.643511,-0.002417,0.027288,0.002032,-0.000084,-0.000025
-0.001024,-0.000277,4548.339892,9.645515,-0.002497,0.027263,0.001976,-0.000075,-0.000024
-0.001298,-0.000273,4549.339747,9.647462,-0.002567,0.02724,0.001919,-0.000065,-0.000022
-0.001569,-0.00027,4550.339602,9.649351,-0.002628,0.027219,0.00186,-0.000056,-0.00002
-0.001838,-0.000267,4551.339456,9.651181,-0.00268,0.027201,0.001801,-0.000048,-0.000017
-0.002103,-0.000264,4552.339311,9.652951,-0.002724,0.027186,0.00174,-0.00004,-0.000014
-0.002366,-0.000262,4553.339166,9.654661,-0.002761,0.027174,0.001679,-0.000034,-0.00001
-0.002627,-0.000259,4554.339021,9.656309,-0.002794,0.027166,0.001617,-0.000031,-0.000006
-0.002884,-0.000256,4555.338876,9.657895,-0.002824,0.027162,0.001555,-0.00003,-0.000002
-0.003139,-0.000253,4556.338731,9.659418,-0.002854,0.027161,0.001492,-0.000031,0.000002
-0.003391,-0.00025,4557.338586,9.660878,-0.002887,0.027165,0.001429,-0.000035,0.000006
-0.003638,-0.000246,4558.338441,9.662275,-0.002925,0.027173,0.001365,-0.00004,0.00001
-0.003882,-0.000242,4559.338296,9.663607,-0.002967,0.027184,0.001301,-0.000046,0.000013
-0.004122,-0.000237,4560.33815,9.664876,-0.003017,0.027199,0.001236,-0.000053,0.000016
-0.004356,-0.000232,4561.338005,9.666079,-0.003073,0.027216,0.001172,-0.000059,0.000018
-0.004585,-0.000226,4562.33786,9.667219,-0.003135,0.027236,0.001107,-0.000065,0.000021
-0.004808,-0.00022,4563.337715,9.668294,-0.003203,0.027257,0.001043,-0.00007,0.000022
-0.005025,-0.000213,4564.33757,9.669304,-0.003275,0.02728,0.000978,-0.000074,0.000023
-0.005235,-0.000206,4565.337425,9.670251,-0.003351,0.027303,0.000914,-0.000077,0.000024
-0.005438,-0.000199,4566.33728,9.671132,-0.003429,0.027327,0.00085,-0.00008,0.000024
-0.005632,-0.000191,4567.337135,9.67195,-0.003511,0.027352,0.000786,-0.000082,0.000024
-0.005819,-0.000182,4568.33699,9.672703,-0.003594,0.027375,0.000722,-0.000084,0.000023
-0.005997,-0.000173,4569.336844,9.673393,-0.003679,0.027397,0.000658,-0.000087,0.000022
-0.006165,-0.000164,4570.336699,9.674019,-0.003768,0.027418,0.000594,-0.00009,0.00002
-0.006324,-0.000154,4571.336554,9.674582,-0.003859,0.027437,0.000531,-0.000093,0.000018
-0.006472,-0.000143,4572.336409,9.675081,-0.003954,0.027453,0.000468,-0.000097,0.000015
-0.00661,-0.000132,4573.336264,9.675518,-0.004053,0.027467,0.000405,-0.000101,0.000012
-0.006736,-0.000121,4574.336119,9.675892,-0.004157,0.027476,0.000343,-0.000106,0.000008
-0.006851,-0.000109,4575.335974,9.676204,-0.004264,0.027482,0.000281,-0.000109,0.000004
-0.006954,-0.000096,4576.335829,9.676455,-0.004375,0.027483,0.00022,-0.000112,-0.000001
-0.007043,-0.000083,4577.335684,9.676644,-0.004486,0.02748,0.000159,-0.000112,-0.000006
-0.00712,-0.00007,4578.335538,9.676772,-0.004598,0.027472,0.000098,-0.000111,-0.000011
-0.007183,-0.000056,4579.335393,9.67684,-0.004708,0.027459,0.000038,-0.000108,-0.000016
-0.007232,-0.000042,4580.335248,9.676849,-0.004813,0.027441,-0.000021,-0.000102,-0.00002
-0.007266,-0.000027,4581.335103,9.676799,-0.004911,0.027418,-0.000079,-0.000095,-0.000025
-0.007286,-0.000012,4582.334958,9.67669,-0.005002,0.027391,-0.000137,-0.000086,-0.000029
-0.007291,0.000002,4583.334813,9.676525,-0.005083,0.027361,-0.000194,-0.000077,-0.000032
-0.007282,0.000016,4584.334668,9.676303,-0.005156,0.027327,-0.00025,-0.000068,-0.000035
