n_rl_m,chi_rl_rad,s_ref_rl_m,theta_ref_rl_rad,mu_ref_rl_rad,phi_ref_rl_rad,dtheta_ref_rl_radpm,dmu_ref_rl_radpm,dphi_ref_rl_radpm
0.051964,0.001632,1227.821804,1.716938,-0.007956,-0.022134,0.001278,-0.000089,-0.000072
0.053607,0.001654,1228.821659,1.718243,-0.008043,-0.022206,0.001332,-0.000086,-0.000072
0.055271,0.001676,1229.821514,1.719603,-0.008128,-0.022278,0.001388,-0.000083,-0.000072
0.056957,0.001697,1230.821369,1.72102,-0.00821,-0.022349,0.001446,-0.00008,-0.000071
0.058663,0.001717,1231.821224,1.722496,-0.008289,-0.02242,0.001507,-0.000077,-0.00007
0.06039,0.001737,1232.821079,1.724035,-0.008365,-0.022489,0.00157,-0.000074,-0.000068
0.062136,0.001756,1233.820933,1.725637,-0.008437,-0.022556,0.001635,-0.00007,-0.000066
0.063902,0.001775,1234.820788,1.727306,-0.008504,-0.02262,0.001703,-0.000065,-0.000063
0.065686,0.001794,1235.820643,1.729045,-0.008566,-0.022681,0.001774,-0.000059,-0.000059
0.067488,0.001811,1236.820498,1.730855,-0.008621,-0.022738,0.001848,-0.000051,-0.000055
0.069307,0.001828,1237.820353,1.732741,-0.008667,-0.022792,0.001924,-0.000042,-0.000052
0.071143,0.001845,1238.820208,1.734705,-0.008704,-0.022842,0.002004,-0.000031,-0.000048
0.072995,0.00186,1239.820063,1.73675,-0.008729,-0.022888,0.002087,-0.00002,-0.000045
0.074862,0.001875,1240.819918,1.73888,-0.008742,-0.022931,0.002173,-0.000007,-0.000042
0.076742,0.001888,1241.819773,1.741099,-0.008743,-0.022971,0.002263,0.000006,-0.000039
0.078636,0.001901,1242.819627,1.743408,-0.00873,-0.02301,0.002357,0.00002,-0.000038
0.080542,0.001912,1243.819482,1.745814,-0.008703,-0.023047,0.002455,0.000033,-0.000036
0.082459,0.001922,1244.819337,1.748319,-0.008663,-0.023083,0.002556,0.000047,-0.000036
0.084384,0.001931,1245.819192,1.750928,-0.008609,-0.023118,0.002662,0.00006,-0.000035
0.086318,0.001938,1246.819047,1.753646,-0.008542,-0.023154,0.002773,0.000073,-0.000036
0.088258,0.001943,1247.818902,1.756476,-0.008463,-0.02319,0.002888,0.000086,-0.000036
0.090202,0.001947,1248.818757,1.759424,-0.00837,-0.023226,0.003009,0.000099,-0.000037
0.092149,0.001948,1249.818612,1.762495,-0.008265,-0.023264,0.003134,0.000111,-0.000038
0.094096,0.001947,1250.818467,1.765694,-0.008147,-0.023302,0.003265,0.000124,-0.000039
0.096041,0.001944,1251.818321,1.769026,-0.008017,-0.023342,0.003402,0.000137,-0.000041
0.09798,0.001937,1252.818176,1.772499,-0.007873,-0.023383,0.003544,0.00015,-0.000042
0.099912,0.001928,1253.818031,1.776117,-0.007716,-0.023426,0.003693,0.000164,-0.000043
0.101832,0.001915,1254.817886,1.779887,-0.007545,-0.023469,0.003849,0.000178,-0.000044
0.10374,0.001901,1255.817741,1.783817,-0.00736,-0.023514,0.004011,0.000192,-0.000045
0.105631,0.001883,1256.817596,1.787912,-0.007161,-0.02356,0.004181,0.000206,-0.000046
0.107503,0.001862,1257.817451,1.79218,-0.006948,-0.023607,0.004358,0.000221,-0.000047
0.109351,0.001837,1258.817306,1.79663,-0.00672,-0.023654,0.004542,0.000235,-0.000048
0.111173,0.001808,1259.817161,1.801268,-0.006477,-0.023702,0.004735,0.00025,-0.000048
0.112965,0.001777,1260.817016,1.806104,-0.00622,-0.02375,0.004937,0.000265,-0.000048
0.114724,0.001744,1261.81687,1.811145,-0.005947,-0.023798,0.005147,0.000281,-0.000048
0.116448,0.001707,1262.816725,1.816402,-0.005658,-0.023846,0.005367,0.000297,-0.000048
0.118133,0.001666,1263.81658,1.821883,-0.005354,-0.023894,0.005597,0.000313,-0.000048
0.119777,0.001623,1264.816435,1.827598,-0.005032,-0.023941,0.005836,0.00033,-0.000047
0.121376,0.001578,1265.81629,1.833558,-0.004694,-0.023987,0.006086,0.000347,-0.000046
0.122929,0.001531,1266.816145,1.839773,-0.004339,-0.024032,0.006347,0.000364,-0.000044
0.124435,0.001482,1267.816,1.846255,-0.003967,-0.024075,0.006619,0.00038,-0.000042
0.125889,0.001429,1268.815855,1.853015,-0.00358,-0.024117,0.006903,0.000395,-0.00004
0.127289,0.001374,1269.81571,1.860064,-0.003177,-0.024155,0.007199,0.000409,-0.000037
0.128633,0.001318,1270.815564,1.867417,-0.002763,-0.024191,0.007508,0.00042,-0.000034
0.129921,0.00126,1271.815419,1.875085,-0.002338,-0.024223,0.00783,0.000429,-0.00003
0.131149,0.001199,1272.815274,1.883082,-0.001907,-0.024251,0.008166,0.000433,-0.000026
0.132315,0.001135,1273.815129,1.891422,-0.001474,-0.024274,0.008517,0.000433,-0.00002
0.133415,0.001068,1274.814984,1.90012,-0.001043,-0.024291,0.008882,0.000429,-0.000014
0.134448,0.001001,1275.814839,1.90919,-0.000619,-0.024302,0.009262,0.00042,-0.000008
0.135414,0.000932,1276.814694,1.918648,-0.000206,-0.024306,0.009658,0.000406,-0.000001
0.136307,0.000858,1277.814549,1.92851,0.00019,-0.024303,0.010069,0.000388,0.000007
0.137125,0.000779,1278.814404,1.938792,0.000567,-0.024292,0.010498,0.000366,0.000015
0.137862,0.000697,1279.814258,1.949511,0.000921,-0.024274,0.010942,0.000342,0.000023
0.138517,0.000614,1280.814113,1.960682,0.00125,-0.024247,0.011404,0.000316,0.00003
0.139087,0.000527,1281.813968,1.972323,0.001554,-0.024213,0.011882,0.00029,0.000038
0.139566,0.000432,1282.813823,1.984451,0.001831,-0.024172,0.012377,0.000265,0.000046
0.139947,0.000329,1283.813678,1.997081,0.002085,-0.024122,0.012888,0.000242,0.000053
0.140222,0.000221,1284.813533,2.01023,0.002317,-0.024066,0.013415,0.000222,0.00006
0.140387,0.00011,1285.813388,2.023914,0.002531,-0.024002,0.013957,0.000206,0.000067
0.140438,-0.00001,1286.813243,2.038148,0.00273,-0.023932,0.014514,0.000193,0.000074
0.140365,-0.000139,1287.813098,2.052946,0.002919,-0.023855,0.015085,0.000184,0.00008
0.140156,-0.000282,1288.812952,2.06832,0.003099,-0.023772,0.015668,0.000178,0.000086
0.1398,-0.000431,1289.812807,2.084282,0.003276,-0.023683,0.016261,0.000175,0.000091
0.139295,-0.000583,1290.812662,2.100842,0.00345,-0.023589,0.016864,0.000174,0.000096
0.138634,-0.000743,1291.812517,2.118008,0.003625,-0.023491,0.017473,0.000176,0.000101
0.137809,-0.000914,1292.812372,2.135785,0.003802,-0.023389,0.018087,0.000179,0.000104
0.136809,-0.001094,1293.812227,2.154177,0.003984,-0.023283,0.018703,0.000184,0.000107
0.135627,-0.001275,1294.812082,2.173185,0.00417,-0.023174,0.019318,0.000189,0.00011
0.134267,-0.001452,1295.811937,2.192806,0.004363,-0.023064,0.01993,0.000196,0.000111
0.132731,-0.001628,1296.811792,2.213037,0.004563,-0.022953,0.020536,0.000203,0.000111
0.13102,-0.001804,1297.811646,2.233868,0.00477,-0.022842,0.021133,0.000211,0.00011
0.129134,-0.001978,1298.811501,2.255289,0.004985,-0.022734,0.021716,0.00022,0.000108
0.12708,-0.002139,1299.811356,2.277286,0.00521,-0.022627,0.022284,0.00023,0.000104
0.124877,-0.002278,1300.811211,2.299841,0.005446,-0.022525,0.022833,0.000241,0.0001
0.122542,-0.002403,1301.811066,2.322934,0.005692,-0.022428,0.023361,0.000252,0.000095
0.12009,-0.002514,1302.810921,2.346543,0.00595,-0.022336,0.023865,0.000263,0.000089
0.117533,-0.002612,1303.810776,2.370643,0.006219,-0.022251,0.024343,0.000274,0.000082
0.114889,-0.002686,1304.810631,2.395208,0.006499,-0.022173,0.024794,0.000285,0.000074
0.112187,-0.002732,1305.810486,2.420209,0.006788,-0.022104,0.025216,0.000295,0.000066
0.109446,-0.002764,1306.81034,2.445619,0.007087,-0.022043,0.025609,0.000303,0.000057
0.106678,-0.002786,1307.810195,2.471406,0.007395,-0.02199,0.025973,0.000311,0.000048
0.103896,-0.002792,1308.81005,2.497543,0.007709,-0.021948,0.026308,0.000318,0.000038
0.101115,-0.002786,1309.809905,2.523999,0.008029,-0.021914,0.026613,0.000323,0.000029
0.098336,-0.00279,1310.80976,2.550748,0.008353,-0.02189,0.026892,0.000326,0.000019
0.095542,-0.002818,1311.809615,2.577762,0.008679,-0.021875,0.027144,0.000326,0.00001
0.092707,-0.002871,1312.80947,2.605017,0.009004,-0.02187,0.027373,0.000324,0.000001
0.089807,-0.002949,1313.809325,2.632489,0.009326,-0.021874,0.027579,0.000319,-0.000008
0.086811,-0.003066,1314.80918,2.660157,0.00964,-0.021887,0.027766,0.00031,-0.000018
0.08367,-0.003243,1315.809034,2.688004,0.009942,-0.021909,0.027935,0.000296,-0.000027
0.080327,-0.00346,1316.808889,2.716011,0.010229,-0.021941,0.028088,0.000278,-0.000037
0.076765,-0.00368,1317.808744,2.744165,0.010496,-0.021983,0.028228,0.000256,-0.000046
0.07298,-0.003914,1318.808599,2.772454,0.010739,-0.022034,0.028356,0.000229,-0.000056
0.068938,-0.004196,1319.808454,2.800865,0.010953,-0.022095,0.028474,0.0002,-0.000065
0.064606,-0.004476,1320.808309,2.829388,0.011137,-0.022164,0.028582,0.000167,-0.000074
0.060024,-0.004697,1321.808164,2.858015,0.011286,-0.022242,0.028681,0.000132,-0.000082
0.055235,-0.004902,1322.808019,2.886737,0.0114,-0.022328,0.028771,0.000095,-0.000089
0.050227,-0.005138,1323.807874,2.915544,0.011477,-0.022419,0.028852,0.000058,-0.000094
0.044991,-0.005328,1324.807728,2.944429,0.011516,-0.022516,0.028925,0.00002,-0.000099
0.039622,-0.005411,1325.807583,2.973381,0.011517,-0.022616,0.028987,-0.000018,-0.000102
0.034194,-0.005459,1326.807438,3.002389,0.011481,-0.022719,0.029039,-0.000054,-0.000104
0.028713,-0.005516,1327.807293,3.031443,0.011409,-0.022823,0.029078,-0.000089,-0.000104
0.023203,-0.005481,1328.807148,3.060529,0.011304,-0.022927,0.029103,-0.000122,-0.000104
0.01781,-0.005296,1329.807003,3.089634,0.011168,-0.023032,0.029114,-0.000151,-0.000104
0.012639,-0.005047,1330.806858,3.118742,0.011004,-0.023135,0.02911,-0.000177,-0.000103
0.007727,-0.004782,1331.806713,3.147837,0.010816,-0.023237,0.029089,-0.000199,-0.000102
0.003055,-0.004587,1332.806568,3.176903,0.010607,-0.023338,0.029052,-0.000218,-0.0001
-0.001471,-0.004473,1333.806422,3.205924,0.010382,-0.023437,0.028999,-0.000232,-0.000098
-0.005909,-0.004417,1334.806277,3.234884,0.010145,-0.023533,0.028928,-0.000243,-0.000095
-0.01036,-0.00452,1335.806132,3.263765,0.009899,-0.023626,0.028842,-0.000248,-0.000091
-0.014991,-0.004745,1336.805987,3.292551,0.00965,-0.023715,0.028739,-0.000249,-0.000087
-0.019846,-0.004951,1337.805842,3.321227,0.009403,-0.023799,0.028621,-0.000245,-0.000081
-0.024883,-0.005113,1338.805697,3.349776,0.009162,-0.023877,0.028486,-0.000237,-0.000075
-0.030078,-0.005276,1339.805552,3.378183,0.008932,-0.023949,0.028336,-0.000224,-0.000069
-0.035437,-0.005424,1340.805407,3.406432,0.008717,-0.024015,0.02817,-0.000206,-0.000062
-0.040917,-0.005517,1341.805262,3.434506,0.008521,-0.024073,0.027987,-0.000186,-0.000055
-0.046466,-0.005563,1342.805116,3.462389,0.008347,-0.024126,0.027787,-0.000162,-0.000049
-0.05205,-0.005588,1343.804971,3.490063,0.008198,-0.024173,0.027569,-0.000135,-0.000044
-0.057647,-0.005584,1344.804826,3.51751,0.008077,-0.024215,0.027333,-0.000106,-0.00004
-0.06322,-0.005537,1345.804681,3.544712,0.007987,-0.024254,0.027079,-0.000075,-0.000038
-0.068727,-0.005456,1346.804536,3.571649,0.007929,-0.024292,0.026804,-0.000041,-0.000037
-0.074146,-0.00536,1347.804391,3.598303,0.007904,-0.024329,0.02651,-0.000007,-0.000038
-0.079458,-0.00524,1348.804246,3.624652,0.007916,-0.024368,0.026195,0.000029,-0.000041
-0.084636,-0.00509,1349.804101,3.650675,0.007962,-0.024411,0.02586,0.000063,-0.000045
-0.089652,-0.004919,1350.803956,3.676353,0.008041,-0.02446,0.025503,0.000096,-0.000052
-0.094492,-0.004738,1351.80381,3.701663,0.008152,-0.024516,0.025125,0.000126,-0.00006
-0.099143,-0.004539,1352.803665,3.726586,0.00829,-0.02458,0.024727,0.00015,-0.00007
-0.103585,-0.00432,1353.80352,3.7511,0.00845,-0.024655,0.024308,0.000169,-0.000081
-0.107798,-0.004085,1354.803375,3.775186,0.008625,-0.024742,0.023871,0.000181,-0.000092
-0.111772,-0.003843,1355.80323,3.798826,0.008808,-0.02484,0.023415,0.000186,-0.000105
-0.115501,-0.003596,1356.803085,3.822002,0.008992,-0.024951,0.022943,0.000184,-0.000117
-0.11898,-0.003343,1357.80294,3.844697,0.009172,-0.025074,0.022455,0.000176,-0.000129
-0.122201,-0.003083,1358.802795,3.866897,0.009342,-0.025208,0.021952,0.000164,-0.000139
-0.12516,-0.002822,1359.80265,3.888588,0.009499,-0.025352,0.021436,0.00015,-0.000148
-0.12786,-0.002566,1360.802504,3.909757,0.009641,-0.025504,0.020909,0.000135,-0.000155
-0.130308,-0.002318,1361.802359,3.930395,0.00977,-0.025661,0.020372,0.000123,-0.000159
-0.13251,-0.002076,1362.802214,3.950492,0.009888,-0.025821,0.019827,0.000114,-0.00016
-0.134472,-0.001839,1363.802069,3.97004,0.010002,-0.02598,0.019276,0.000112,-0.000158
-0.1362,-0.001611,1364.801924,3.989036,0.010116,-0.026135,0.018721,0.000116,-0.000152
-0.137705,-0.001395,1365.801779,4.007476,0.010238,-0.026282,0.018163,0.000128,-0.000142
-0.139003,-0.001195,1366.801634,4.025357,0.010375,-0.026418,0.017605,0.000146,-0.00013
-0.140106,-0.001007,1367.801489,4.042681,0.010533,-0.02654,0.017047,0.00017,-0.000115
-0.141024,-0.000827,1368.801344,4.059448,0.010718,-0.026646,0.016492,0.000199,-0.000097
-0.141766,-0.000656,1369.801198,4.075662,0.010933,-0.026733,0.015941,0.000231,-0.000077
-0.142342,-0.000497,1370.801053,4.091327,0.011181,-0.0268,0.015395,0.000264,-0.000056
-0.142765,-0.000349,1371.800908,4.10645,0.011461,-0.026845,0.014855,0.000297,-0.000034
-0.143044,-0.000209,1372.800763,4.121038,0.011774,-0.026868,0.014324,0.000328,-0.000012
-0.143186,-0.000074,1373.800618,4.135099,0.012117,-0.026869,0.013802,0.000357,0.00001
-0.143195,0.000055,1374.800473,4.148642,0.012486,-0.026848,0.013289,0.000381,0.000031
-0.143077,0.000178,1375.800328,4.161678,0.012876,-0.026807,0.012787,0.000401,0.000051
-0.14284,0.000294,1376.800183,4.174217,0.013284,-0.026746,0.012296,0.000415,0.00007
-0.14249,0.000406,1377.800038,4.186272,0.013703,-0.026668,0.011817,0.000424,0.000086
-0.142028,0.000516,1378.799892,4.197855,0.014129,-0.026575,0.011351,0.000427,0.000101
-0.141458,0.000622,1379.799747,4.208977,0.014555,-0.026468,0.010897,0.000426,0.000114
-0.140784,0.000724,1380.799602,4.219652,0.014978,-0.026349,0.010456,0.000419,0.000124
-0.14001,0.000821,1381.799457,4.229893,0.015392,-0.02622,0.010029,0.000409,0.000133
-0.13914,0.000916,1382.799312,4.239713,0.015794,-0.026084,0.009614,0.000395,0.00014
-0.138177,0.001008,1383.799167,4.249125,0.016181,-0.025941,0.009213,0.000379,0.000146
-0.137123,0.001097,1384.799022,4.258143,0.016551,-0.025793,0.008825,0.000361,0.000149
-0.135981,0.001183,1385.798877,4.26678,0.016901,-0.025643,0.008451,0.000341,0.000152
-0.134757,0.001263,1386.798732,4.275049,0.017233,-0.02549,0.00809,0.000321,0.000153
-0.133454,0.00134,1387.798586,4.282963,0.017543,-0.025337,0.007741,0.000301,0.000153
-0.132076,0.001412,1388.798441,4.290536,0.017834,-0.025184,0.007406,0.00028,0.000153
-0.130628,0.001482,1389.798296,4.297779,0.018104,-0.025032,0.007083,0.00026,0.000151
-0.129111,0.001548,1390.798151,4.304706,0.018354,-0.024881,0.006772,0.000241,0.00015
-0.127531,0.001609,1391.798006,4.311328,0.018586,-0.024733,0.006474,0.000222,0.000148
-0.125892,0.001666,1392.797861,4.317658,0.018798,-0.024587,0.006188,0.000203,0.000145
-0.124198,0.00172,1393.797716,4.323708,0.018992,-0.024443,0.005913,0.000186,0.000142
-0.122451,0.001771,1394.797571,4.329488,0.01917,-0.024302,0.00565,0.000169,0.00014
-0.120655,0.001819,1395.797426,4.335011,0.019331,-0.024163,0.005398,0.000153,0.000137
-0.118814,0.001862,1396.79728,4.340287,0.019476,-0.024027,0.005156,0.000138,0.000135
-0.116931,0.001902,1397.797135,4.345328,0.019606,-0.023894,0.004926,0.000123,0.000132
-0.115009,0.001939,1398.79699,4.350142,0.019722,-0.023763,0.004705,0.000109,0.00013
-0.113052,0.001973,1399.796845,4.354741,0.019825,-0.023635,0.004494,0.000096,0.000127
-0.111062,0.002005,1400.7967,4.359134,0.019915,-0.023509,0.004293,0.000084,0.000125
-0.109042,0.002034,1401.796555,4.363331,0.019993,-0.023385,0.004102,0.000071,0.000123
-0.106995,0.002059,1402.79641,4.367341,0.020058,-0.023264,0.003919,0.000059,0.00012
-0.104923,0.002083,1403.796265,4.371173,0.02011,-0.023144,0.003746,0.000046,0.000118
-0.102828,0.002105,1404.79612,4.374836,0.02015,-0.023028,0.00358,0.000033,0.000116
-0.100713,0.002125,1405.795974,4.378337,0.020177,-0.022913,0.003423,0.000019,0.000113
-0.098578,0.002143,1406.795829,4.381686,0.020188,-0.022801,0.003274,0.000004,0.000111
-0.096426,0.002159,1407.795684,4.384889,0.020184,-0.022691,0.003133,-0.000013,0.000109
-0.094259,0.002174,1408.795539,4.387955,0.020162,-0.022583,0.002999,-0.000031,0.000106
-0.092078,0.002187,1409.795394,4.39089,0.020121,-0.022478,0.002872,-0.000051,0.000104
-0.089885,0.002199,1410.795249,4.393702,0.020059,-0.022376,0.002753,-0.000073,0.000101
-0.087681,0.002208,1411.795104,4.396398,0.019974,-0.022276,0.00264,-0.000097,0.000099
-0.085469,0.002216,1412.794959,4.398984,0.019865,-0.022179,0.002533,-0.000121,0.000096
-0.08325,0.002221,1413.794814,4.401467,0.019732,-0.022084,0.002433,-0.000145,0.000093
-0.081027,0.002224,1414.794668,4.403853,0.019574,-0.021992,0.00234,-0.000169,0.000091
-0.078802,0.002225,1415.794523,4.406149,0.019395,-0.021903,0.002252,-0.000191,0.000088
-0.076577,0.002223,1416.794378,4.40836,0.019194,-0.021816,0.002171,-0.00021,0.000085
-0.074356,0.002218,1417.794233,4.410492,0.018976,-0.021732,0.002095,-0.000227,0.000082
-0.072142,0.00221,1418.794088,4.412552,0.018742,-0.021652,0.002025,-0.00024,0.000079
-0.069938,0.002198,1419.793943,4.414544,0.018498,-0.021574,0.00196,-0.000249,0.000077
-0.067748,0.002181,1420.793798,4.416474,0.018246,-0.021499,0.001901,-0.000256,0.000074
-0.065577,0.002161,1421.793653,4.418347,0.017988,-0.021426,0.001847,-0.00026,0.000071
-0.063428,0.002136,1422.793508,4.420169,0.017727,-0.021356,0.001798,-0.000262,0.000069
-0.061306,0.002107,1423.793362,4.421945,0.017465,-0.021288,0.001754,-0.000261,0.000066
-0.059216,0.002073,1424.793217,4.423678,0.017205,-0.021223,0.001714,-0.000259,0.000064
-0.057163,0.002034,1425.793072,4.425375,0.016948,-0.02116,0.001679,-0.000255,0.000062
-0.05515,0.001991,1426.792927,4.427038,0.016696,-0.0211,0.001648,-0.000249,0.000059
-0.053182,0.001945,1427.792782,4.428673,0.01645,-0.021042,0.001621,-0.000243,0.000056
-0.051261,0.001896,1428.792637,4.430282,0.016211,-0.020987,0.001597,-0.000236,0.000054
-0.049391,0.001845,1429.792492,4.431868,0.015978,-0.020935,0.001576,-0.00023,0.000051
-0.047571,0.001794,1430.792347,4.433435,0.015751,-0.020886,0.001558,-0.000224,0.000048
-0.045802,0.001746,1431.792202,4.434985,0.015529,-0.02084,0.001542,-0.00022,0.000045
-0.044079,0.001701,1432.792056,4.436519,0.01531,-0.020796,0.001527,-0.000218,0.000042
-0.042398,0.001664,1433.791911,4.438039,0.015093,-0.020755,0.001514,-0.000217,0.000039
-0.040749,0.001636,1434.791766,4.439546,0.014875,-0.020717,0.001501,-0.000218,0.000037
-0.039123,0.001618,1435.791621,4.44104,0.014655,-0.020682,0.001487,-0.000221,0.000034
-0.037512,0.001605,1436.791476,4.442521,0.014432,-0.020649,0.001474,-0.000226,0.000032
-0.035912,0.001595,1437.791331,4.443987,0.014204,-0.020618,0.00146,-0.000231,0.000029
-0.034322,0.001584,1438.791186,4.445439,0.013969,-0.02059,0.001444,-0.000238,0.000027
-0.032744,0.001572,1439.791041,4.446875,0.013728,-0.020564,0.001427,-0.000245,0.000025
-0.03118,0.001556,1440.790896,4.448292,0.013479,-0.020541,0.001408,-0.000252,0.000022
-0.029633,0.001536,1441.79075,4.449689,0.013224,-0.02052,0.001387,-0.000259,0.00002
-0.028109,0.001512,1442.790605,4.451065,0.012961,-0.020501,0.001364,-0.000266,0.000018
-0.026612,0.001482,1443.79046,4.452416,0.012692,-0.020484,0.001339,-0.000272,0.000016
-0.025146,0.001449,1444.790315,4.453741,0.012417,-0.020469,0.001311,-0.000278,0.000013
-0.023716,0.001411,1445.79017,4.455037,0.012137,-0.020457,0.001282,-0.000282,0.000011
-0.022326,0.00137,1446.790025,4.456303,0.011853,-0.020448,0.00125,-0.000286,0.000008
-0.020978,0.001326,1447.78988,4.457535,0.011566,-0.020441,0.001216,-0.000289,0.000006
-0.019676,0.001279,1448.789735,4.458733,0.011276,-0.020437,0.00118,-0.000291,0.000003
-0.018421,0.001231,1449.78959,4.459895,0.010985,-0.020435,0.001143,-0.000292,0
-0.017215,0.001181,1450.789444,4.461018,0.010692,-0.020437,0.001104,-0.000294,-0.000003
-0.016059,0.001131,1451.789299,4.462102,0.010397,-0.020442,0.001064,-0.000296,-0.000006
-0.014953,0.001081,1452.789154,4.463146,0.0101,-0.020449,0.001023,-0.000298,-0.000009
-0.013897,0.001032,1453.789009,4.464148,0.009801,-0.02046,0.000981,-0.000301,-0.000012
-0.01289,0.000983,1454.788864,4.465107,0.009499,-0.020473,0.000938,-0.000304,-0.000015
-0.011932,0.000935,1455.788719,4.466024,0.009193,-0.020489,0.000895,-0.000308,-0.000017
-0.01102,0.000888,1456.788574,4.466897,0.008883,-0.020507,0.000852,-0.000312,-0.00002
-0.010155,0.000843,1457.788429,4.467726,0.008568,-0.020528,0.000808,-0.000317,-0.000022
-0.009334,0.0008,1458.788284,4.468512,0.008248,-0.020551,0.000764,-0.000322,-0.000025
-0.008555,0.000758,1459.788138,4.469254,0.007924,-0.020577,0.00072,-0.000327,-0.000027
-0.007818,0.000717,1460.787993,4.469953,0.007594,-0.020606,0.000677,-0.000333,-0.00003
-0.00712,0.000679,1461.787848,4.470608,0.007259,-0.020636,0.000634,-0.000338,-0.000032
-0.00646,0.000642,1462.787703,4.47122,0.006919,-0.02067,0.000591,-0.000342,-0.000035
-0.005836,0.000606,1463.787558,4.471789,0.006574,-0.020706,0.000548,-0.000347,-0.000038
-0.005247,0.000573,1464.787413,4.472317,0.006226,-0.020745,0.000507,-0.00035,-0.000041
-0.00469,0.00054,1465.787268,4.472803,0.005874,-0.020787,0.000466,-0.000354,-0.000044
-0.004166,0.000509,1466.787123,4.473248,0.005519,-0.020832,0.000425,-0.000356,-0.000047
-0.003672,0.00048,1467.786978,4.473653,0.005163,-0.020881,0.000385,-0.000357,-0.00005
-0.003206,0.000451,1468.786832,4.474019,0.004805,-0.020932,0.000346,-0.000358,-0.000053
-0.002768,0.000424,1469.786687,4.474346,0.004447,-0.020986,0.000308,-0.000358,-0.000056
-0.002357,0.000399,1470.786542,4.474635,0.00409,-0.021043,0.00027,-0.000356,-0.000059
-0.001971,0.000374,1471.786397,4.474887,0.003735,-0.021103,0.000234,-0.000354,-0.000061
-0.001608,0.000351,1472.786252,4.475102,0.003384,-0.021166,0.000198,-0.000349,-0.000064
-0.001267,0.00033,1473.786107,4.475283,0.003037,-0.021232,0.000163,-0.000344,-0.000067
-0.000948,0.000309,1474.785962,4.475428,0.002697,-0.021299,0.000129,-0.000337,-0.000069
-0.000648,0.00029,1475.785817,4.475541,0.002364,-0.021369,0.000096,-0.000329,-0.000071
-0.000367,0.000273,1476.785672,4.47562,0.00204,-0.021441,0.000063,-0.000319,-0.000073
-0.000102,0.000257,1477.785526,4.475668,0.001726,-0.021514,0.000032,-0.000308,-0.000074
0.000147,0.000242,1478.785381,4.475685,0.001424,-0.02159,0.000002,-0.000297,-0.000076
0.000383,0.000229,1479.785236,4.475671,0.001133,-0.021666,-0.000028,-0.000285,-0.000077
0.000606,0.000218,1480.785091,4.475629,0.000855,-0.021744,-0.000057,-0.000273,-0.000078
0.000819,0.000208,1481.784946,4.475559,0.000587,-0.021823,-0.000084,-0.000262,-0.000079
0.001023,0.0002,1482.784801,4.475461,0.000331,-0.021903,-0.000111,-0.000251,-0.00008
0.00122,0.000194,1483.784656,4.475337,0.000084,-0.021984,-0.000137,-0.000243,-0.000082
0.00141,0.000189,1484.784511,4.475188,-0.000155,-0.022066,-0.000162,-0.000235,-0.000083
0.001597,0.000185,1485.784366,4.475014,-0.000388,-0.022149,-0.000186,-0.00023,-0.000084
0.001781,0.000183,1486.78422,4.474817,-0.000616,-0.022233,-0.000209,-0.000226,-0.000085
0.001964,0.000183,1487.784075,4.474597,-0.000841,-0.022319,-0.000231,-0.000224,-0.000087
0.002147,0.000184,1488.78393,4.474355,-0.001065,-0.022406,-0.000253,-0.000224,-0.000088
0.002332,0.000186,1489.783785,4.474092,-0.001289,-0.022495,-0.000273,-0.000225,-0.000089
0.00252,0.00019,1490.78364,4.473809,-0.001516,-0.022585,-0.000293,-0.000228,-0.000091
0.002712,0.000194,1491.783495,4.473506,-0.001746,-0.022677,-0.000312,-0.000232,-0.000092
0.002909,0.0002,1492.78335,4.473185,-0.00198,-0.02277,-0.00033,-0.000237,-0.000094
0.003113,0.000207,1493.783205,4.472847,-0.002221,-0.022864,-0.000348,-0.000244,-0.000095
0.003324,0.000215,1494.78306,4.472491,-0.002468,-0.022959,-0.000364,-0.00025,-0.000096
0.003543,0.000224,1495.782915,4.472118,-0.002721,-0.023055,-0.00038,-0.000257,-0.000096
0.003772,0.000233,1496.782769,4.47173,-0.002982,-0.023151,-0.000396,-0.000264,-0.000097
0.00401,0.000243,1497.782624,4.471327,-0.003249,-0.023248,-0.00041,-0.00027,-0.000097
0.004259,0.000254,1498.782479,4.47091,-0.003521,-0.023345,-0.000424,-0.000275,-0.000096
0.004519,0.000266,1499.782334,4.470479,-0.003799,-0.023441,-0.000438,-0.000279,-0.000096
0.00479,0.000277,1500.782189,4.470035,-0.004079,-0.023536,-0.000451,-0.000282,-0.000095
0.005073,0.000289,1501.782044,4.469578,-0.004362,-0.023631,-0.000463,-0.000284,-0.000094
0.005369,0.000302,1502.781899,4.469109,-0.004646,-0.023725,-0.000475,-0.000284,-0.000094
0.005677,0.000314,1503.781754,4.468628,-0.004929,-0.023818,-0.000486,-0.000283,-0.000093
0.005998,0.000327,1504.781609,4.468137,-0.005212,-0.02391,-0.000497,-0.000282,-0.000091
0.006332,0.000341,1505.781463,4.467634,-0.005493,-0.024001,-0.000508,-0.00028,-0.00009
0.006679,0.000354,1506.781318,4.467122,-0.005772,-0.02409,-0.000517,-0.000278,-0.000089
0.007039,0.000367,1507.781173,4.4666,-0.006049,-0.024178,-0.000527,-0.000277,-0.000087
